Age,Salary,Gender,Marital Status,Years of Experience
58,116368,Female,Divorced,12
50,183348,Female,Single,11
42,84470,Female,Single,14
24,130182,Male,Single,6
40,191267,Prefer Not to Say,Married,12
50,91723,Female,Married,18
54,109878,Female,Single,1
61,23991,Female,Single,16
24,66847,Prefer Not to Say,Married,11
59,128280,Prefer Not to Say,Married,19
48,193835,Female,Married,14
49,85395,Female,Married,22
54,128193,Prefer Not to Say,Divorced,1
64,65851,Prefer Not to Say,Single,17
53,65186,Prefer Not to Say,Divorced,11
64,134626,Prefer Not to Say,Married,16
55,122355,Female,Divorced,2
25,32031,Male,Married,18
31,188427,Male,Married,4
35,110683,Male,Single,22
28,69481,Male,Married,16
44,189386,Male,Divorced,24
61,102446,Male,Married,21
39,33820,Prefer Not to Say,Married,23
56,132252,Prefer Not to Say,Divorced,20
58,168872,Male,Married,16
57,129446,Male,Divorced,12
60,72958,Prefer Not to Say,Divorced,3
57,164982,Female,Married,22
25,52208,Male,Married,2
25,44642,Prefer Not to Say,Divorced,17
27,130952,Prefer Not to Say,Married,17
26,83489,Male,Single,23
39,38323,Female,Divorced,17
35,141177,Female,Divorced,1
53,66843,Prefer Not to Say,Divorced,2
64,122292,Male,Single,4
60,167956,Prefer Not to Say,Married,16
48,69955,Female,Single,8
56,48258,Female,Married,8
26,7882,Prefer Not to Say,Divorced,24
24,9359,Female,Divorced,24
60,156770,Prefer Not to Say,Divorced,12
42,131468,Male,Married,17
58,61471,Male,Divorced,25
48,79389,Female,Divorced,12
50,196712,Prefer Not to Say,Single,20
57,126734,Male,Single,8
19,197833,Male,Divorced,9
27,188440,Prefer Not to Say,Divorced,5
24,20127,Female,Married,8
36,199039,Prefer Not to Say,Divorced,22
21,183021,Male,Single,7
65,152954,Female,Single,14
64,179825,Female,Married,18
26,112133,Male,Divorced,14
28,135046,Prefer Not to Say,Married,5
60,106088,Male,Married,1
61,64017,Female,Single,15
57,17720,Prefer Not to Say,Married,12
23,176390,Prefer Not to Say,Single,4
40,81869,Female,Divorced,9
58,188748,Female,Divorced,22
22,76766,Male,Married,15
50,154662,Male,Divorced,16
63,181605,Male,Single,24
64,24785,Prefer Not to Say,Single,9
20,194922,Female,Divorced,20
51,180142,Male,Married,23
59,37813,Female,Divorced,6
46,189669,Female,Single,3
65,106975,Male,Single,23
51,117292,Male,Married,14
25,17521,Male,Divorced,1
44,76271,Female,Divorced,12
60,195848,Male,Divorced,19
18,87656,Female,Married,17
25,151010,Male,Married,2
37,35386,Prefer Not to Say,Single,7
50,168539,Prefer Not to Say,Single,9
27,77509,Female,Divorced,10
44,145291,Male,Single,19
47,81844,Prefer Not to Say,Single,15
27,28848,Male,Divorced,15
34,173217,Female,Married,8
54,146369,Female,Divorced,6
64,63346,Prefer Not to Say,Divorced,20
27,65876,Prefer Not to Say,Divorced,13
22,124011,Prefer Not to Say,Married,5
39,47370,Prefer Not to Say,Divorced,13
52,27233,Male,Single,22
62,39224,Female,Single,15
52,71531,Prefer Not to Say,Married,1
29,193125,Male,Divorced,13
54,182742,Prefer Not to Say,Divorced,3
21,20529,Female,Single,24
35,158150,Prefer Not to Say,Single,12
65,120055,Female,Single,17
39,120315,Female,Single,17
34,87744,Male,Divorced,8
61,24235,Female,Divorced,22
58,17107,Prefer Not to Say,Divorced,11
40,65064,Male,Divorced,8
33,132705,Male,Married,11
29,138479,Male,Married,6
19,39706,Male,Divorced,9
38,115235,Female,Married,10
38,63160,Male,Married,7
46,90863,Female,Single,15
47,112139,Female,Divorced,6
52,91021,Male,Divorced,17
23,140861,Male,Divorced,8
45,140247,Male,Single,14
62,169539,Male,Divorced,20
18,82129,Prefer Not to Say,Single,13
57,143286,Female,Divorced,21
29,88409,Male,Single,21
32,112397,Female,Divorced,12
58,160152,Prefer Not to Say,Married,2
49,71282,Female,Single,9
58,102157,Male,Divorced,21
65,169300,Male,Married,8
58,195884,Female,Divorced,15
35,147012,Prefer Not to Say,Single,21
36,59621,Female,Single,20
21,197643,Female,Married,18
42,21226,Female,Divorced,20
21,72356,Male,Divorced,17
21,194586,Prefer Not to Say,Married,17
37,181307,Male,Single,8
47,146352,Female,Married,7
48,157554,Prefer Not to Say,Single,19
39,17639,Male,Married,12
34,154727,Male,Single,24
25,170310,Male,Divorced,24
33,16342,Male,Married,11
47,163375,Prefer Not to Say,Divorced,17
65,120554,Male,Divorced,17
42,194270,Female,Divorced,18
25,128317,Prefer Not to Say,Married,2
28,46879,Male,Single,14
40,197339,Female,Divorced,6
52,108727,Male,Married,1
40,85097,Prefer Not to Say,Divorced,13
52,19053,Prefer Not to Say,Single,17
38,186345,Female,Married,6
53,11776,Male,Married,23
25,142048,Male,Single,15
46,162004,Female,Married,22
23,188606,Prefer Not to Say,Married,7
23,136109,Male,Married,25
35,197490,Female,Divorced,21
20,15033,Male,Single,24
24,80205,Prefer Not to Say,Married,23
47,106834,Prefer Not to Say,Single,6
19,164685,Male,Single,9
19,25189,Female,Married,1
42,139593,Female,Single,14
46,5607,Prefer Not to Say,Single,4
64,135604,Prefer Not to Say,Single,25
52,37357,Female,Married,7
41,26216,Female,Divorced,17
33,67182,Prefer Not to Say,Divorced,3
29,63538,Female,Single,16
50,72351,Prefer Not to Say,Married,9
58,147464,Prefer Not to Say,Divorced,5
50,54529,Prefer Not to Say,Single,14
41,109905,Prefer Not to Say,Single,8
54,132549,Prefer Not to Say,Single,4
19,178064,Prefer Not to Say,Single,13
53,106571,Male,Divorced,20
33,9125,Male,Married,19
22,13379,Male,Single,17
53,65046,Prefer Not to Say,Divorced,2
26,98232,Female,Married,5
48,189509,Male,Divorced,11
55,23061,Male,Divorced,19
35,181869,Prefer Not to Say,Single,18
34,123569,Male,Married,2
25,26689,Prefer Not to Say,Divorced,1
60,164752,Prefer Not to Say,Single,2
43,15182,Prefer Not to Say,Divorced,5
48,92187,Female,Single,12
56,97531,Prefer Not to Say,Single,13
32,34818,Male,Single,21
18,50115,Male,Married,10
18,10099,Prefer Not to Say,Divorced,8
60,19153,Female,Married,1
41,133889,Prefer Not to Say,Divorced,3
38,36243,Male,Divorced,20
27,35982,Prefer Not to Say,Divorced,14
39,133873,Prefer Not to Say,Married,7
19,194355,Male,Single,17
57,160641,Female,Single,12
24,28944,Female,Single,13
40,120064,Female,Single,20
40,173808,Male,Divorced,2
61,14263,Prefer Not to Say,Divorced,15
19,13450,Prefer Not to Say,Single,11
45,157262,Female,Divorced,14
63,81831,Female,Divorced,2
22,63675,Male,Single,19
61,55376,Female,Divorced,6
64,144932,Female,Divorced,18
50,63834,Male,Single,19
51,128768,Male,Divorced,25
31,190280,Prefer Not to Say,Divorced,10
28,35950,Male,Single,2
48,18911,Prefer Not to Say,Single,15
22,69458,Female,Single,2
62,154475,Prefer Not to Say,Divorced,14
34,43923,Prefer Not to Say,Single,13
34,136186,Female,Married,4
37,122971,Prefer Not to Say,Single,6
22,35795,Prefer Not to Say,Single,13
34,53618,Female,Single,19
44,42971,Prefer Not to Say,Single,17
21,126781,Male,Single,4
34,62885,Prefer Not to Say,Divorced,23
38,181252,Female,Divorced,24
25,61061,Male,Single,19
33,20076,Prefer Not to Say,Married,6
62,69912,Female,Single,17
46,191009,Prefer Not to Say,Married,6
45,148229,Male,Single,16
31,26055,Prefer Not to Say,Divorced,16
34,188779,Female,Divorced,23
29,172203,Male,Married,16
36,50609,Female,Married,2
58,48189,Female,Married,11
27,126587,Female,Married,10
25,49278,Female,Married,2
60,90050,Prefer Not to Say,Single,21
65,162576,Prefer Not to Say,Divorced,19
39,144107,Male,Divorced,24
51,154963,Female,Married,13
24,57434,Male,Single,16
52,189508,Male,Single,5
48,79728,Female,Single,9
35,47575,Female,Single,5
20,80087,Female,Married,2
25,190636,Female,Married,18
24,90052,Male,Divorced,11
48,106843,Female,Single,16
50,189634,Female,Divorced,24
37,75491,Male,Married,14
24,50076,Female,Single,16
56,169390,Male,Single,24
65,145887,Female,Single,23
23,136825,Female,Divorced,1
47,128304,Prefer Not to Say,Divorced,8
37,139102,Female,Divorced,16
20,139784,Female,Divorced,18
39,21276,Female,Married,6
22,198012,Female,Divorced,23
34,100324,Prefer Not to Say,Married,5
59,61087,Male,Married,8
54,134340,Prefer Not to Say,Divorced,6
51,84710,Female,Divorced,13
38,93131,Prefer Not to Say,Single,4
22,61339,Prefer Not to Say,Divorced,13
38,67866,Female,Married,17
36,85661,Prefer Not to Say,Divorced,14
37,113737,Female,Divorced,13
32,199186,Prefer Not to Say,Single,17
40,188565,Male,Single,6
57,191895,Prefer Not to Say,Single,24
48,47872,Prefer Not to Say,Married,17
37,73624,Male,Single,20
43,165680,Female,Divorced,23
35,142224,Male,Married,1
51,63567,Female,Single,6
19,96621,Prefer Not to Say,Married,1
29,121482,Prefer Not to Say,Divorced,8
49,91951,Female,Divorced,23
63,19563,Female,Single,3
53,195317,Male,Married,4
65,158453,Female,Married,2
61,59701,Male,Divorced,25
28,176202,Male,Married,19
34,36687,Prefer Not to Say,Single,21
38,28242,Male,Single,2
18,11094,Prefer Not to Say,Single,23
43,46431,Male,Divorced,18
36,180133,Female,Divorced,19
60,168265,Prefer Not to Say,Divorced,5
59,48177,Prefer Not to Say,Single,3
54,17080,Male,Divorced,10
53,170071,Prefer Not to Say,Divorced,2
65,30394,Prefer Not to Say,Married,2
64,181076,Prefer Not to Say,Single,25
51,155714,Male,Married,24
40,50840,Female,Single,16
56,36413,Female,Divorced,17
23,115903,Prefer Not to Say,Single,22
42,97802,Male,Single,10
36,167237,Prefer Not to Say,Single,7
61,163775,Prefer Not to Say,Married,5
22,96545,Prefer Not to Say,Divorced,5
36,170954,Female,Divorced,10
32,173742,Female,Married,12
49,170007,Male,Divorced,11
51,141514,Male,Divorced,11
27,121763,Prefer Not to Say,Married,25
25,53148,Male,Single,11
27,180996,Male,Single,9
62,172785,Prefer Not to Say,Divorced,8
50,97184,Male,Divorced,18
39,114566,Male,Single,3
32,190962,Female,Single,11
56,81709,Prefer Not to Say,Married,16
32,109980,Prefer Not to Say,Single,3
30,145126,Female,Divorced,2
56,154223,Male,Married,20
36,7296,Prefer Not to Say,Divorced,12
34,81875,Female,Married,1
64,46058,Female,Divorced,12
25,67536,Prefer Not to Say,Divorced,16
22,119737,Female,Single,3
36,184073,Female,Divorced,21
43,199698,Prefer Not to Say,Single,10
51,193241,Prefer Not to Say,Divorced,5
35,69117,Male,Divorced,6
63,178983,Prefer Not to Say,Single,4
53,87030,Prefer Not to Say,Divorced,1
30,196755,Male,Divorced,23
23,167161,Female,Married,9
55,98344,Prefer Not to Say,Single,22
37,77930,Female,Divorced,6
34,23786,Prefer Not to Say,Divorced,16
57,124891,Female,Divorced,6
63,143483,Male,Married,11
31,16675,Male,Divorced,20
19,113694,Prefer Not to Say,Married,13
29,128966,Prefer Not to Say,Married,13
48,103516,Female,Single,7
40,159283,Prefer Not to Say,Married,5
33,65798,Female,Single,8
40,131555,Female,Divorced,1
37,88832,Prefer Not to Say,Married,17
56,76650,Female,Married,4
44,141055,Prefer Not to Say,Married,4
27,25350,Male,Divorced,16
63,45699,Male,Divorced,11
32,88349,Male,Married,8
65,171125,Male,Married,24
22,172270,Male,Married,16
49,121156,Male,Single,4
27,28919,Female,Divorced,16
32,39897,Male,Single,17
25,124429,Male,Single,18
43,113874,Prefer Not to Say,Divorced,20
65,189235,Prefer Not to Say,Married,22
61,99525,Female,Divorced,14
48,174730,Prefer Not to Say,Single,14
20,61237,Prefer Not to Say,Single,23
47,69681,Female,Single,15
49,106711,Female,Married,17
19,95667,Female,Married,19
35,27601,Male,Divorced,22
38,141081,Female,Divorced,18
40,54436,Female,Married,9
38,100657,Prefer Not to Say,Single,7
51,44111,Male,Married,19
44,151385,Male,Divorced,1
23,104859,Female,Single,5
50,83425,Female,Single,24
57,84842,Prefer Not to Say,Single,10
39,199639,Female,Married,12
60,124269,Female,Married,19
65,159814,Prefer Not to Say,Divorced,18
41,53596,Female,Married,10
40,99713,Prefer Not to Say,Single,9
21,162234,Prefer Not to Say,Single,23
34,113251,Prefer Not to Say,Divorced,15
29,102873,Male,Single,25
30,34714,Male,Single,15
42,100230,Male,Married,5
38,197670,Male,Married,9
58,155114,Female,Single,22
37,89559,Prefer Not to Say,Married,12
61,146536,Female,Divorced,23
59,118403,Female,Married,24
24,149563,Male,Married,18
39,105994,Prefer Not to Say,Divorced,10
22,173848,Female,Single,18
57,37794,Male,Married,12
53,14921,Prefer Not to Say,Married,4
33,17096,Female,Single,9
63,11629,Female,Single,23
28,62639,Prefer Not to Say,Married,20
40,80289,Male,Single,21
55,60178,Male,Divorced,2
50,12656,Prefer Not to Say,Married,4
53,197216,Female,Single,13
26,50610,Prefer Not to Say,Married,19
39,78337,Female,Single,22
19,56970,Female,Divorced,17
62,186642,Female,Single,21
60,172408,Male,Divorced,2
24,54381,Prefer Not to Say,Single,2
42,124986,Female,Divorced,20
40,134783,Male,Married,25
21,194280,Prefer Not to Say,Single,7
55,66633,Male,Single,4
21,85273,Male,Single,10
61,129215,Prefer Not to Say,Single,23
24,117642,Male,Divorced,20
51,176019,Male,Divorced,1
52,196302,Prefer Not to Say,Divorced,2
39,36099,Prefer Not to Say,Married,14
23,11573,Male,Married,21
46,57117,Prefer Not to Say,Divorced,16
31,108597,Prefer Not to Say,Single,4
19,40058,Prefer Not to Say,Divorced,14
18,73839,Prefer Not to Say,Single,18
27,93752,Prefer Not to Say,Divorced,16
36,104344,Prefer Not to Say,Single,6
63,28519,Male,Married,14
57,125328,Female,Divorced,23
56,110444,Female,Married,15
36,85652,Male,Divorced,16
46,53489,Prefer Not to Say,Married,18
59,150652,Male,Married,22
54,158075,Female,Married,1
20,22902,Male,Divorced,8
25,40103,Prefer Not to Say,Single,1
59,157827,Prefer Not to Say,Single,20
26,9400,Prefer Not to Say,Married,21
27,126422,Male,Single,13
64,181133,Prefer Not to Say,Married,21
58,57557,Female,Married,11
53,182552,Female,Married,9
34,153889,Female,Single,12
57,190322,Female,Divorced,10
41,148690,Female,Married,11
34,85972,Female,Single,1
59,18410,Female,Married,19
48,172130,Prefer Not to Say,Single,3
49,126262,Female,Single,23
64,44140,Male,Single,14
63,48631,Female,Divorced,5
27,11511,Female,Married,3
61,196045,Male,Married,12
57,100367,Male,Divorced,6
21,54571,Female,Divorced,1
26,168014,Prefer Not to Say,Married,1
52,52469,Male,Married,25
63,151962,Prefer Not to Say,Single,14
28,184226,Female,Married,9
61,19791,Male,Divorced,22
37,199032,Male,Single,18
31,63370,Female,Divorced,3
60,36627,Female,Single,25
40,145897,Male,Married,12
33,37449,Male,Married,22
29,125347,Male,Divorced,20
47,185136,Male,Divorced,24
61,190762,Female,Married,9
59,159549,Prefer Not to Say,Single,24
28,160155,Male,Single,22
35,144731,Prefer Not to Say,Divorced,21
61,155515,Female,Single,18
41,143347,Female,Divorced,24
40,34982,Male,Divorced,17
26,184371,Female,Single,20
33,44769,Male,Single,16
49,167475,Prefer Not to Say,Married,15
26,93163,Female,Married,3
20,45771,Female,Divorced,6
31,99786,Female,Divorced,3
27,64277,Prefer Not to Say,Divorced,16
57,172959,Male,Married,3
64,179113,Prefer Not to Say,Single,10
33,109693,Prefer Not to Say,Single,10
48,120260,Female,Married,22
29,174346,Male,Single,22
47,16511,Prefer Not to Say,Single,11
55,97010,Prefer Not to Say,Divorced,3
43,162608,Prefer Not to Say,Single,20
63,18123,Female,Single,22
51,174812,Prefer Not to Say,Married,20
34,73780,Male,Single,19
47,68836,Male,Married,9
50,93797,Female,Single,15
37,155571,Female,Married,23
56,110645,Male,Divorced,14
56,42616,Female,Single,5
53,188250,Male,Single,7
52,194662,Prefer Not to Say,Single,20
58,60823,Male,Married,18
58,49240,Female,Married,7
30,28119,Female,Married,15
30,42534,Prefer Not to Say,Single,2
65,105072,Female,Single,8
47,189403,Female,Married,11
65,19890,Prefer Not to Say,Married,23
25,41398,Prefer Not to Say,Single,6
44,29305,Male,Divorced,5
35,119546,Female,Single,16
19,176633,Prefer Not to Say,Single,22
60,141404,Prefer Not to Say,Divorced,2
18,138239,Prefer Not to Say,Single,13
64,142817,Prefer Not to Say,Divorced,18
46,11171,Female,Married,24
23,94122,Female,Single,17
31,156154,Prefer Not to Say,Married,25
51,16917,Prefer Not to Say,Divorced,25
20,169984,Female,Divorced,4
27,59717,Prefer Not to Say,Single,22
48,88002,Male,Single,1
61,170686,Male,Divorced,11
35,183025,Female,Single,18
24,175516,Female,Single,5
51,52826,Prefer Not to Say,Married,14
28,150531,Female,Divorced,9
49,138374,Female,Divorced,20
33,198370,Prefer Not to Say,Single,5
57,17133,Female,Single,14
20,158679,Prefer Not to Say,Married,23
30,181813,Female,Married,23
37,44683,Female,Married,18
59,11901,Prefer Not to Say,Single,23
44,157165,Female,Married,23
48,49927,Male,Married,9
19,103492,Prefer Not to Say,Divorced,1
61,53529,Female,Married,16
21,18025,Female,Divorced,2
31,32438,Prefer Not to Say,Divorced,18
49,52473,Female,Married,19
45,94732,Male,Divorced,19
29,7649,Male,Single,3
24,57680,Female,Divorced,12
43,105611,Male,Single,2
58,132605,Female,Married,11
38,16269,Male,Divorced,13
33,126861,Male,Divorced,11
47,49190,Female,Single,24
53,85144,Prefer Not to Say,Single,6
53,104725,Male,Single,17
60,45196,Prefer Not to Say,Divorced,10
26,144209,Prefer Not to Say,Single,21
53,45540,Prefer Not to Say,Single,16
43,63735,Prefer Not to Say,Divorced,19
46,147126,Male,Divorced,21
47,73176,Male,Single,22
48,146860,Female,Divorced,8
40,52438,Male,Married,14
32,143323,Male,Divorced,8
20,127436,Female,Divorced,11
35,98247,Female,Single,20
26,100257,Female,Single,16
49,139223,Prefer Not to Say,Divorced,25
24,23860,Female,Divorced,4
40,168053,Prefer Not to Say,Single,9
19,174099,Prefer Not to Say,Married,18
46,73476,Female,Single,21
31,36138,Female,Single,24
42,173820,Female,Divorced,22
55,76688,Female,Single,19
33,167698,Male,Married,15
34,151764,Prefer Not to Say,Married,4
48,145849,Female,Single,15
41,54837,Female,Married,15
63,138114,Female,Married,11
63,96938,Male,Single,16
27,173515,Female,Married,22
21,149080,Female,Divorced,10
22,144729,Male,Single,5
27,118516,Male,Divorced,5
36,40015,Prefer Not to Say,Single,23
30,49981,Prefer Not to Say,Divorced,20
41,50422,Female,Single,4
22,94444,Male,Divorced,5
52,117519,Male,Single,12
22,120804,Male,Single,1
23,140791,Prefer Not to Say,Single,11
34,163700,Female,Single,22
38,111441,Female,Single,16
46,138445,Female,Married,12
22,40071,Male,Married,17
20,182053,Prefer Not to Say,Married,4
52,78516,Male,Divorced,25
65,180485,Male,Married,22
57,99378,Male,Married,13
51,179959,Female,Single,6
63,54897,Male,Divorced,5
35,59005,Male,Married,13
25,99522,Female,Married,2
62,154973,Male,Married,4
38,93470,Female,Married,4
21,28671,Prefer Not to Say,Married,11
61,173168,Male,Married,25
35,122569,Prefer Not to Say,Married,2
58,70550,Female,Single,14
61,104955,Female,Single,9
20,194243,Male,Single,1
51,191277,Male,Divorced,9
30,143405,Female,Married,25
38,30271,Prefer Not to Say,Single,16
21,178392,Male,Married,20
20,175549,Male,Divorced,13
35,6623,Female,Single,5
25,30775,Female,Divorced,4
60,33399,Prefer Not to Say,Married,7
35,146930,Male,Divorced,24
27,59054,Male,Married,4
21,187527,Female,Divorced,8
40,113486,Male,Single,4
44,145947,Female,Married,10
63,49558,Female,Married,15
58,134507,Female,Married,13
35,190123,Female,Married,25
23,84900,Female,Single,20
38,199582,Prefer Not to Say,Single,20
18,35265,Male,Married,21
46,60593,Male,Single,24
34,127016,Prefer Not to Say,Divorced,24
26,88686,Prefer Not to Say,Divorced,4
47,151494,Female,Divorced,12
42,70498,Male,Married,22
64,162531,Prefer Not to Say,Single,7
64,7144,Female,Single,23
22,122258,Prefer Not to Say,Single,16
41,156729,Prefer Not to Say,Married,10
53,68629,Female,Divorced,7
53,167913,Male,Married,17
51,17688,Male,Divorced,2
25,179025,Male,Single,15
28,196929,Female,Single,16
61,25583,Prefer Not to Say,Single,20
21,136509,Female,Married,21
46,76218,Female,Divorced,17
36,25474,Male,Divorced,4
54,96104,Prefer Not to Say,Divorced,2
65,100015,Male,Married,10
30,174574,Male,Divorced,16
19,31127,Female,Single,17
44,154059,Prefer Not to Say,Divorced,5
55,184501,Prefer Not to Say,Single,3
30,103358,Prefer Not to Say,Single,23
60,43364,Prefer Not to Say,Single,23
40,20313,Male,Divorced,17
31,78989,Prefer Not to Say,Married,3
27,41008,Male,Single,21
49,72945,Female,Divorced,21
61,120634,Prefer Not to Say,Divorced,22
44,114274,Male,Married,20
36,23360,Prefer Not to Say,Married,21
45,117236,Prefer Not to Say,Single,20
54,197385,Female,Married,25
36,128615,Male,Single,22
38,5044,Male,Divorced,17
25,111729,Prefer Not to Say,Divorced,14
36,76051,Male,Married,24
39,65967,Prefer Not to Say,Divorced,7
56,44981,Male,Married,20
34,57911,Female,Married,11
40,10609,Male,Married,21
55,131964,Prefer Not to Say,Divorced,13
33,39960,Male,Single,14
26,151082,Prefer Not to Say,Divorced,13
24,126030,Female,Single,2
56,10152,Female,Married,20
47,192626,Female,Divorced,8
47,192163,Female,Married,15
30,172551,Prefer Not to Say,Single,18
35,155986,Male,Married,9
61,172672,Female,Married,25
39,154976,Female,Single,17
33,151679,Female,Divorced,23
19,11695,Female,Married,22
37,48079,Female,Married,16
36,67757,Male,Married,12
44,83935,Female,Single,25
47,18424,Prefer Not to Say,Single,12
64,181448,Prefer Not to Say,Single,13
55,17207,Female,Divorced,5
27,56831,Prefer Not to Say,Married,25
18,42212,Male,Divorced,20
59,178092,Female,Divorced,24
54,140741,Prefer Not to Say,Divorced,7
47,18457,Prefer Not to Say,Single,7
53,79538,Female,Married,9
51,121340,Female,Single,17
40,112169,Female,Divorced,17
45,190493,Prefer Not to Say,Single,22
57,186276,Female,Divorced,13
42,131204,Male,Divorced,13
36,72955,Male,Married,3
31,75531,Male,Single,4
47,100004,Prefer Not to Say,Divorced,14
37,111994,Prefer Not to Say,Divorced,8
28,144298,Prefer Not to Say,Divorced,10
26,33109,Male,Single,24
57,127516,Male,Married,19
45,155885,Male,Married,25
18,21817,Male,Divorced,12
33,84149,Male,Divorced,21
61,108539,Female,Divorced,10
47,138174,Prefer Not to Say,Divorced,14
44,152773,Female,Married,20
40,194520,Prefer Not to Say,Single,24
47,143133,Prefer Not to Say,Married,9
59,90877,Prefer Not to Say,Single,2
32,142328,Prefer Not to Say,Married,6
57,162425,Male,Divorced,15
56,50246,Prefer Not to Say,Single,16
42,107269,Female,Single,13
34,181626,Female,Single,25
22,28885,Prefer Not to Say,Single,24
42,74582,Female,Single,21
19,97258,Female,Single,12
21,74949,Male,Single,4
36,89533,Female,Single,24
61,41220,Female,Single,10
48,182215,Female,Single,5
54,137849,Prefer Not to Say,Divorced,15
60,136062,Female,Married,10
57,29281,Male,Divorced,10
31,149969,Male,Single,23
59,49172,Female,Single,5
55,28314,Male,Divorced,2
18,85579,Prefer Not to Say,Divorced,22
57,156870,Female,Divorced,20
64,138786,Female,Married,12
41,21690,Male,Single,14
47,33183,Male,Divorced,12
53,54643,Male,Single,2
39,89553,Female,Single,19
61,35150,Female,Married,9
41,50773,Male,Single,7
51,84877,Female,Single,16
59,77030,Female,Single,2
28,150949,Male,Divorced,2
50,43864,Male,Single,18
19,88196,Prefer Not to Say,Married,6
63,65922,Prefer Not to Say,Divorced,20
38,175747,Male,Married,10
24,91264,Female,Married,7
40,92893,Male,Married,5
30,105547,Prefer Not to Say,Single,14
44,139631,Prefer Not to Say,Divorced,11
44,129714,Male,Married,14
64,69801,Male,Married,16
46,183547,Prefer Not to Say,Married,14
46,114910,Female,Married,5
36,96809,Prefer Not to Say,Married,16
30,152889,Female,Single,5
24,86948,Female,Single,12
37,108447,Male,Single,21
21,147534,Prefer Not to Say,Divorced,19
33,98233,Prefer Not to Say,Single,15
39,125094,Prefer Not to Say,Divorced,21
45,6146,Prefer Not to Say,Married,3
32,95543,Prefer Not to Say,Divorced,15
29,63693,Prefer Not to Say,Divorced,24
30,79620,Female,Married,21
63,107617,Male,Divorced,24
34,141980,Male,Married,22
27,147518,Female,Single,23
53,85642,Female,Divorced,1
31,168605,Male,Divorced,3
35,146127,Female,Divorced,11
62,180136,Prefer Not to Say,Married,21
30,41710,Male,Single,13
46,113828,Prefer Not to Say,Married,24
45,103568,Male,Single,5
24,63970,Male,Married,7
22,87131,Prefer Not to Say,Divorced,24
35,199895,Male,Single,1
47,22546,Female,Divorced,21
40,130607,Prefer Not to Say,Married,24
55,38723,Male,Divorced,15
38,129204,Prefer Not to Say,Married,9
38,70354,Female,Married,4
41,185003,Female,Single,11
49,65380,Male,Divorced,4
40,101058,Female,Married,3
47,13471,Male,Married,9
23,74090,Male,Married,22
35,144324,Prefer Not to Say,Divorced,25
22,100197,Prefer Not to Say,Divorced,11
43,33403,Female,Single,1
58,85178,Male,Married,14
58,144632,Male,Single,9
39,164988,Male,Married,9
53,72644,Female,Married,23
56,26097,Prefer Not to Say,Single,6
53,173920,Prefer Not to Say,Divorced,5
20,62243,Female,Married,8
30,20891,Female,Married,25
52,12575,Prefer Not to Say,Married,9
19,43758,Prefer Not to Say,Married,24
53,78133,Prefer Not to Say,Single,13
65,172640,Female,Single,10
23,170514,Prefer Not to Say,Divorced,2
62,30255,Male,Single,8
36,165366,Prefer Not to Say,Divorced,3
47,189259,Female,Married,24
34,43279,Prefer Not to Say,Divorced,7
46,95588,Female,Married,5
52,84173,Male,Divorced,21
45,152869,Female,Single,11
18,10037,Prefer Not to Say,Divorced,9
27,135548,Prefer Not to Say,Divorced,18
28,17195,Prefer Not to Say,Married,23
23,180963,Female,Married,15
32,108019,Prefer Not to Say,Single,25
21,117632,Prefer Not to Say,Married,19
54,108223,Prefer Not to Say,Single,2
42,124113,Male,Divorced,13
58,7775,Male,Single,16
28,180016,Female,Single,24
23,45413,Male,Single,24
53,107790,Prefer Not to Say,Divorced,11
39,157726,Male,Divorced,16
30,137532,Prefer Not to Say,Married,8
59,102740,Male,Single,3
45,160808,Male,Married,7
64,78061,Male,Married,23
43,72505,Male,Divorced,3
23,196197,Male,Divorced,8
29,161872,Female,Single,19
58,67087,Male,Divorced,8
43,32660,Prefer Not to Say,Married,5
23,119342,Male,Divorced,6
37,121081,Female,Divorced,4
41,174199,Male,Married,24
19,121499,Prefer Not to Say,Single,18
29,124342,Female,Divorced,20
33,41599,Prefer Not to Say,Divorced,1
49,86455,Prefer Not to Say,Single,23
34,96729,Prefer Not to Say,Married,14
39,160772,Male,Divorced,4
60,150904,Male,Divorced,10
21,110904,Male,Divorced,13
44,14704,Female,Single,11
55,97175,Female,Single,13
45,197771,Female,Single,9
44,125305,Prefer Not to Say,Divorced,11
42,150310,Prefer Not to Say,Married,22
35,36009,Prefer Not to Say,Divorced,1
61,65371,Prefer Not to Say,Single,6
38,43742,Prefer Not to Say,Married,21
44,132354,Male,Married,18
46,148030,Female,Divorced,9
33,196279,Prefer Not to Say,Divorced,24
38,25901,Prefer Not to Say,Single,10
45,168285,Prefer Not to Say,Divorced,12
33,107538,Male,Divorced,18
44,194551,Prefer Not to Say,Married,22
38,52871,Female,Married,25
41,45857,Male,Married,2
61,105374,Female,Married,14
54,197373,Prefer Not to Say,Single,25
61,140418,Prefer Not to Say,Single,23
64,164843,Prefer Not to Say,Married,23
26,162644,Prefer Not to Say,Single,3
49,12614,Male,Divorced,15
41,31276,Male,Single,11
45,16903,Female,Single,8
65,14279,Prefer Not to Say,Divorced,20
20,183016,Male,Married,5
23,149403,Female,Single,18
22,170734,Male,Divorced,19
20,18945,Female,Married,22
55,31054,Female,Married,4
44,190805,Prefer Not to Say,Divorced,7
39,157120,Female,Single,22
40,39413,Female,Single,8
64,171390,Male,Married,10
